case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
luxury_villa_semantic_constraint_000,semantic_constraint,luxury_villa,-20.568,-14.858,-17.171,-31.950,2.2095,17.426,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-19.330,-23.496,2.600
luxury_villa_semantic_constraint_001,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,1.0534,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,13.079,2.600
luxury_villa_semantic_constraint_002,semantic_constraint,luxury_villa,8.432,0.683,1.239,-14.163,2.1614,16.497,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.809,-6.727,2.600
luxury_villa_semantic_constraint_003,semantic_constraint,luxury_villa,-17.000,13.000,0.000,37.000,3.0452,29.411,24,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.985,24.635,2.600
luxury_villa_semantic_constraint_004,semantic_constraint,luxury_villa,0.000,37.000,14.000,13.000,2.9615,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.452,24.680,2.600
luxury_villa_semantic_constraint_005,semantic_constraint,luxury_villa,13.980,24.041,4.064,34.689,-0.4708,14.550,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.793,29.152,2.600
luxury_villa_semantic_constraint_006,semantic_constraint,luxury_villa,0.000,37.000,14.000,13.000,2.9755,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.341,25.199,2.600
luxury_villa_semantic_constraint_007,semantic_constraint,luxury_villa,10.519,1.682,-12.260,1.616,2.0188,22.779,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.870,1.649,2.600
luxury_villa_semantic_constraint_008,semantic_constraint,luxury_villa,-1.902,-32.831,-21.758,-15.956,-1.5900,26.058,12,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-11.742,-24.290,2.600
luxury_villa_semantic_constraint_009,semantic_constraint,luxury_villa,-15.045,-7.462,-11.222,-37.416,-2.8117,30.197,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.977,-22.419,2.600
luxury_villa_semantic_constraint_010,semantic_constraint,luxury_villa,4.000,24.000,14.000,13.000,2.6638,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.653,18.185,2.600
luxury_villa_semantic_constraint_011,semantic_constraint,luxury_villa,4.000,24.000,0.000,37.000,1.6426,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.997,30.499,2.600
luxury_villa_semantic_constraint_012,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,0.8431,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,12.481,2.600
luxury_villa_semantic_constraint_013,semantic_constraint,luxury_villa,22.100,27.779,9.236,29.972,-0.4575,13.050,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.717,29.165,2.600
luxury_villa_semantic_constraint_014,semantic_constraint,luxury_villa,6.183,5.077,14.744,-4.753,1.6979,13.035,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.242,-0.031,2.600
luxury_villa_semantic_constraint_015,semantic_constraint,luxury_villa,-17.000,13.000,4.000,24.000,2.9407,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.352,18.217,2.600
luxury_villa_semantic_constraint_016,semantic_constraint,luxury_villa,8.019,-25.723,-8.637,-3.351,1.3487,27.891,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.143,-14.200,2.600
luxury_villa_semantic_constraint_017,semantic_constraint,luxury_villa,13.434,-17.303,-1.976,-31.936,-1.2250,21.251,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.987,-24.892,2.600
luxury_villa_semantic_constraint_018,semantic_constraint,luxury_villa,-1.763,13.862,-2.345,27.079,-2.7417,13.230,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.235,20.463,2.600
luxury_villa_semantic_constraint_019,semantic_constraint,luxury_villa,4.000,24.000,0.000,37.000,-2.3396,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.075,30.523,2.600
luxury_villa_semantic_constraint_020,semantic_constraint,luxury_villa,-21.133,-39.919,-14.480,-27.059,-0.4816,14.479,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-18.319,-33.224,2.600
luxury_villa_semantic_constraint_021,semantic_constraint,luxury_villa,-17.759,-16.997,-4.148,-24.678,-2.5328,15.629,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.652,-20.303,2.600
luxury_villa_semantic_constraint_022,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,-0.6193,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,12.747,2.600
luxury_villa_semantic_constraint_023,semantic_constraint,luxury_villa,-13.923,23.751,-9.619,38.856,-1.8664,15.706,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.229,31.719,2.600
luxury_villa_semantic_constraint_024,semantic_constraint,luxury_villa,-17.000,13.000,-12.000,-18.000,-2.3998,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.850,-2.556,2.600
luxury_villa_semantic_constraint_025,semantic_constraint,luxury_villa,-2.735,-22.550,2.092,-3.458,0.2534,19.693,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.266,-13.018,2.600
luxury_villa_semantic_constraint_026,semantic_constraint,luxury_villa,1.406,30.024,6.599,23.446,2.6557,8.381,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.264,26.941,2.600
luxury_villa_semantic_constraint_027,semantic_constraint,luxury_villa,6.526,-23.689,15.576,-1.164,-0.3180,24.275,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.579,-12.237,2.600
luxury_villa_semantic_constraint_028,semantic_constraint,luxury_villa,-17.000,13.000,14.000,13.000,-0.6334,31.000,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,13.384,2.600
luxury_villa_semantic_constraint_029,semantic_constraint,luxury_villa,-10.098,-1.368,-4.243,-28.736,-2.0133,27.987,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.658,-14.942,2.600
luxury_villa_semantic_constraint_030,semantic_constraint,luxury_villa,-17.414,30.098,10.958,27.804,-1.4180,28.465,28,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.270,28.428,2.600
luxury_villa_semantic_constraint_031,semantic_constraint,luxury_villa,-17.000,13.000,14.000,13.000,2.4740,31.000,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,13.209,2.600
luxury_villa_semantic_constraint_032,semantic_constraint,luxury_villa,4.000,24.000,0.000,37.000,-2.4445,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.710,30.411,2.600
luxury_villa_semantic_constraint_033,semantic_constraint,luxury_villa,-13.134,19.634,-16.446,2.251,0.9003,17.696,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-15.024,10.987,2.600
luxury_villa_semantic_constraint_034,semantic_constraint,luxury_villa,14.000,13.000,4.000,24.000,2.8280,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.657,18.188,2.600
luxury_villa_semantic_constraint_035,semantic_constraint,luxury_villa,16.081,-12.526,-6.233,9.660,-0.9548,31.466,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.473,-1.887,2.600
luxury_villa_semantic_constraint_036,semantic_constraint,luxury_villa,-3.347,6.383,9.151,-22.927,0.5577,31.863,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.380,-8.495,2.600
luxury_villa_semantic_constraint_037,semantic_constraint,luxury_villa,14.000,13.000,4.000,24.000,0.9303,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.997,18.497,2.600
luxury_villa_semantic_constraint_038,semantic_constraint,luxury_villa,-8.304,-9.936,4.305,18.512,1.8944,31.117,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.645,5.017,2.600
luxury_villa_semantic_constraint_039,semantic_constraint,luxury_villa,0.000,37.000,14.000,13.000,-2.1089,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.813,24.891,2.600
luxury_villa_semantic_constraint_040,semantic_constraint,luxury_villa,-17.000,13.000,4.000,24.000,-2.2133,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.795,19.064,2.600
luxury_villa_semantic_constraint_041,semantic_constraint,luxury_villa,-17.000,13.000,-12.000,-18.000,-2.1890,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.856,-2.557,2.600
luxury_villa_semantic_constraint_042,semantic_constraint,luxury_villa,4.000,24.000,14.000,13.000,-1.8902,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.470,18.927,2.600
luxury_villa_semantic_constraint_043,semantic_constraint,luxury_villa,-17.000,13.000,4.000,24.000,1.0679,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.397,18.303,2.600
luxury_villa_semantic_constraint_044,semantic_constraint,luxury_villa,-12.000,-18.000,-17.000,13.000,-2.7411,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.827,-2.553,2.600
luxury_villa_semantic_constraint_045,semantic_constraint,luxury_villa,0.000,37.000,14.000,13.000,1.5491,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.269,25.157,2.600
luxury_villa_semantic_constraint_046,semantic_constraint,luxury_villa,2.927,16.963,18.808,11.412,-1.1913,16.823,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.881,14.226,2.600
luxury_villa_semantic_constraint_047,semantic_constraint,luxury_villa,-12.000,-18.000,-17.000,13.000,1.1817,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.252,-2.460,2.600
luxury_villa_semantic_constraint_048,semantic_constraint,luxury_villa,0.000,37.000,4.000,24.000,-1.0875,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.435,30.326,2.600
luxury_villa_semantic_constraint_049,semantic_constraint,luxury_villa,-21.117,8.764,-7.598,30.527,0.0649,25.620,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.889,19.976,2.600
luxury_villa_semantic_constraint_050,semantic_constraint,luxury_villa,14.000,13.000,0.000,37.000,-1.2223,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.186,25.108,2.600
luxury_villa_semantic_constraint_051,semantic_constraint,luxury_villa,-17.000,13.000,-12.000,-18.000,-0.4576,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.821,-2.552,2.600
luxury_villa_semantic_constraint_052,semantic_constraint,luxury_villa,-17.000,13.000,14.000,13.000,2.3818,31.000,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,12.935,2.600
luxury_villa_semantic_constraint_053,semantic_constraint,luxury_villa,4.881,5.816,-21.913,4.055,1.2914,26.852,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.516,4.929,2.600
luxury_villa_semantic_constraint_054,semantic_constraint,luxury_villa,14.000,13.000,4.000,24.000,2.9113,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.014,18.513,2.600
luxury_villa_semantic_constraint_055,semantic_constraint,luxury_villa,-18.847,26.891,2.620,27.846,2.5287,21.488,25,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.142,28.010,2.600
luxury_villa_semantic_constraint_056,semantic_constraint,luxury_villa,9.358,-20.037,-5.812,-16.163,-0.5115,15.657,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.739,-18.234,2.600
luxury_villa_semantic_constraint_057,semantic_constraint,luxury_villa,-17.000,13.000,4.000,24.000,2.9796,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.618,18.726,2.600
luxury_villa_semantic_constraint_058,semantic_constraint,luxury_villa,-15.724,30.692,11.595,15.646,-1.3699,31.188,28,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.028,23.236,2.600
luxury_villa_semantic_constraint_059,semantic_constraint,luxury_villa,0.000,37.000,14.000,13.000,1.5147,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.883,24.932,2.600
luxury_villa_semantic_constraint_060,semantic_constraint,luxury_villa,-12.000,-18.000,-17.000,13.000,-1.8578,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.863,-2.559,2.600
luxury_villa_semantic_constraint_061,semantic_constraint,luxury_villa,14.000,13.000,0.000,37.000,1.5932,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.699,24.824,2.600
luxury_villa_semantic_constraint_062,semantic_constraint,luxury_villa,-2.484,9.013,-12.253,-15.367,2.0612,26.264,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.407,-3.162,2.600
luxury_villa_semantic_constraint_063,semantic_constraint,luxury_villa,4.000,24.000,-17.000,13.000,-0.1569,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.594,18.679,2.600
luxury_villa_semantic_constraint_064,semantic_constraint,luxury_villa,-6.978,21.564,-4.963,-4.449,-1.5742,26.091,25,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.342,8.529,2.600
luxury_villa_semantic_constraint_065,semantic_constraint,luxury_villa,-13.592,1.135,-16.714,23.509,-0.1832,22.591,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-14.758,12.377,2.600
luxury_villa_semantic_constraint_066,semantic_constraint,luxury_villa,12.469,-18.273,-17.771,-11.157,3.0058,31.066,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.520,-14.159,2.600
luxury_villa_semantic_constraint_067,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,1.7976,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,12.719,2.600
luxury_villa_semantic_constraint_068,semantic_constraint,luxury_villa,17.470,5.028,0.192,24.201,2.2888,25.810,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.242,14.985,2.600
luxury_villa_semantic_constraint_069,semantic_constraint,luxury_villa,16.895,8.348,3.961,37.482,-3.0185,31.876,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.862,22.664,2.600
luxury_villa_semantic_constraint_070,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,2.4966,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,12.765,2.600
luxury_villa_semantic_constraint_071,semantic_constraint,luxury_villa,0.603,-13.936,18.124,-2.123,-0.1408,21.131,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.143,-7.703,2.600
luxury_villa_semantic_constraint_072,semantic_constraint,luxury_villa,14.000,13.000,-17.000,13.000,-2.9199,31.000,22,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.500,13.327,2.600
luxury_villa_semantic_constraint_073,semantic_constraint,luxury_villa,4.000,24.000,-17.000,13.000,1.7925,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.725,18.930,2.600
luxury_villa_semantic_constraint_074,semantic_constraint,luxury_villa,4.000,24.000,-17.000,13.000,0.2187,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.520,18.538,2.600
luxury_villa_semantic_constraint_075,semantic_constraint,luxury_villa,-12.387,-32.270,-13.222,-18.149,2.1979,14.146,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.407,-25.186,2.600
luxury_villa_semantic_constraint_076,semantic_constraint,luxury_villa,14.000,13.000,4.000,24.000,-2.3141,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.556,18.096,2.600
luxury_villa_semantic_constraint_077,semantic_constraint,luxury_villa,0.000,37.000,4.000,24.000,0.0316,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.467,30.336,2.600
luxury_villa_semantic_constraint_078,semantic_constraint,luxury_villa,-19.666,6.828,-7.847,-3.234,-2.2594,15.522,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.372,2.249,2.600
luxury_villa_semantic_constraint_079,semantic_constraint,luxury_villa,14.000,13.000,0.000,37.000,2.4474,27.785,21,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.346,25.202,2.600
luxury_villa_semantic_constraint_080,semantic_constraint,luxury_villa,0.000,37.000,-17.000,13.000,0.6006,29.411,23,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.599,25.070,2.600
luxury_villa_semantic_constraint_081,semantic_constraint,luxury_villa,3.217,-4.970,-18.984,-13.010,1.9241,23.612,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.129,-8.312,2.600
luxury_villa_semantic_constraint_082,semantic_constraint,luxury_villa,16.616,14.389,-2.884,22.866,0.6126,21.263,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.762,18.388,2.600
luxury_villa_semantic_constraint_083,semantic_constraint,luxury_villa,14.000,13.000,4.000,24.000,1.8721,14.866,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.457,18.915,2.600
luxury_villa_semantic_constraint_084,semantic_constraint,luxury_villa,6.384,14.840,-13.430,19.092,2.9672,20.265,25,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.603,16.592,2.600
luxury_villa_semantic_constraint_085,semantic_constraint,luxury_villa,-6.339,-38.060,-12.124,-13.685,-1.2287,25.052,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.625,-25.729,2.600
luxury_villa_semantic_constraint_086,semantic_constraint,luxury_villa,-0.806,19.928,14.662,30.034,-1.9468,18.477,25,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.138,24.660,2.600
luxury_villa_semantic_constraint_087,semantic_constraint,luxury_villa,0.000,37.000,-17.000,13.000,0.2380,29.411,23,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.686,25.132,2.600
luxury_villa_semantic_constraint_088,semantic_constraint,luxury_villa,0.258,18.778,14.211,1.013,-0.0018,22.589,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.041,9.744,2.600
luxury_villa_semantic_constraint_089,semantic_constraint,luxury_villa,-6.708,-0.360,-12.419,5.511,1.3487,8.190,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.220,2.910,2.600
luxury_villa_semantic_constraint_090,semantic_constraint,luxury_villa,3.704,9.056,2.691,31.731,1.8577,22.698,11,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.144,20.391,2.600
luxury_villa_semantic_constraint_091,semantic_constraint,luxury_villa,-16.762,-32.939,3.829,-31.840,2.0424,20.620,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.441,-32.864,2.600
luxury_villa_semantic_constraint_092,semantic_constraint,luxury_villa,-17.000,13.000,4.000,24.000,-2.2606,23.707,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.555,18.605,2.600
luxury_villa_semantic_constraint_093,semantic_constraint,luxury_villa,20.128,26.924,6.112,15.981,1.6744,17.782,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,13.036,21.560,2.600
luxury_villa_semantic_constraint_094,semantic_constraint,luxury_villa,-12.000,-18.000,-17.000,13.000,-0.6925,31.401,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-15.107,-2.598,2.600
luxury_villa_semantic_constraint_095,semantic_constraint,luxury_villa,4.000,24.000,0.000,37.000,1.9158,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.045,30.514,2.600
luxury_villa_semantic_constraint_096,semantic_constraint,luxury_villa,0.000,37.000,4.000,24.000,-0.6123,13.601,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.706,30.409,2.600
luxury_villa_semantic_constraint_097,semantic_constraint,luxury_villa,-11.830,-23.870,10.694,-31.309,0.8083,23.721,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.695,-27.974,2.600
luxury_villa_semantic_constraint_098,semantic_constraint,luxury_villa,15.761,40.078,16.497,21.707,0.5528,18.386,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.802,30.879,2.600
luxury_villa_semantic_constraint_099,semantic_constraint,luxury_villa,-9.308,37.923,-15.384,16.116,-0.9032,22.638,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.221,27.263,2.600
